pair_id,left_image_id,right_image_id,left_identity,right_identity,pair_type,label,valid,similarity_score,prediction,error_reason
pair_00000010,Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7478152514,,
pair_00000011,Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7123000622,,
pair_00000012,Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6100238562,,
pair_00000013,Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6445837021,,
pair_00000014,Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5770140290,,
pair_00000015,Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5120588541,,
pair_00000016,Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.4765493274,,
pair_00000017,Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5794519186,,
pair_00000018,Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6536640525,,
pair_00000019,Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5678943396,,
pair_00000020,Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6047956944,,
pair_00000021,Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5846472979,,
pair_00000022,Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5183756351,,
pair_00000023,Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5109903812,,
pair_00000024,Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.4585603774,,
pair_00000025,Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5550248027,,
pair_00000026,Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5398308039,,
pair_00000027,Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5945055485,,
pair_00000028,Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7248985767,,
pair_00000029,Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6605181694,,
pair_00000030,Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7000156045,,
pair_00000031,Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6860659719,,
pair_00000032,Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5406842828,,
pair_00000033,Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.4106256366,,
pair_00000034,Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5349146724,,
pair_00000035,Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.4913804531,,
pair_00000036,Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6668655872,,
pair_00000037,Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5941138268,,
pair_00000038,Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5589049459,,
pair_00000039,Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5760897398,,
pair_00000040,Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.4872530103,,
pair_00000041,Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5542132854,,
pair_00000042,Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5686628819,,
pair_00000043,Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6891859770,,
pair_00000044,Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6676052213,,
pair_00000045,Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5975959301,,
pair_00000046,Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7120518684,,
pair_00000047,Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5912706256,,
pair_00000048,Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.3953253031,,
pair_00000049,Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6513631344,,
pair_00000050,Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6446877122,,
pair_00000051,Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5993954539,,
pair_00000052,Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6405192614,,
pair_00000053,Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6756280661,,
pair_00000054,Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7108204365,,
pair_00000055,Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6748440862,,
pair_00000056,Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6434240341,,
pair_00000057,Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5131262541,,
pair_00000058,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.8542105556,,
pair_00000059,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7167283893,,
pair_00000060,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6660652757,,
pair_00000061,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5072422028,,
pair_00000062,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5706235170,,
pair_00000063,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5717059374,,
pair_00000064,Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6540163755,,
pair_00000065,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6791251898,,
pair_00000066,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6183584929,,
pair_00000067,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6638064384,,
pair_00000068,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5442591310,,
pair_00000069,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.4081701636,,
pair_00000070,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5034921169,,
pair_00000071,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5731576681,,
pair_00000072,Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6529161930,,
pair_00000073,Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6486556530,,
pair_00000074,Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5585982800,,
pair_00000075,Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5012393594,,
pair_00000076,Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5790504217,,
pair_00000077,Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6833618879,,
pair_00000078,Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6237944961,,
pair_00000079,Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6506366730,,
pair_00000080,Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5772664547,,
pair_00000081,Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5044348240,,
pair_00000082,Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6260951757,,
pair_00000083,Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.6192467809,,
pair_00000084,Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5975593328,,
pair_00000085,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7891036868,,
pair_00000086,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7299227715,,
pair_00000087,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.4986496866,,
pair_00000088,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7004466057,,
pair_00000089,Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7300869823,,
pair_00000090,Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.7001272440,,
pair_00000091,Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.4376109242,,
pair_00000092,Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5993684530,,
pair_00000093,Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5238041282,,
pair_00000094,Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5496236682,,
pair_00000095,Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5384199619,,
pair_00000096,Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.4385901392,,
pair_00000097,Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5065501928,,
pair_00000098,Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.4917274117,,
pair_00000099,Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,Abdullah_Gul,genuine,1,1,0.5340169072,,
pair_00000100,Adrien_Brody/Adrien_Brody_0001,Adrien_Brody/Adrien_Brody_0002,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4865035117,,
pair_00000101,Adrien_Brody/Adrien_Brody_0001,Adrien_Brody/Adrien_Brody_0003,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5108684301,,
pair_00000102,Adrien_Brody/Adrien_Brody_0001,Adrien_Brody/Adrien_Brody_0004,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5968028307,,
pair_00000103,Adrien_Brody/Adrien_Brody_0001,Adrien_Brody/Adrien_Brody_0005,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5260065794,,
pair_00000104,Adrien_Brody/Adrien_Brody_0001,Adrien_Brody/Adrien_Brody_0006,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5624318123,,
pair_00000105,Adrien_Brody/Adrien_Brody_0001,Adrien_Brody/Adrien_Brody_0007,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5298202038,,
pair_00000106,Adrien_Brody/Adrien_Brody_0001,Adrien_Brody/Adrien_Brody_0008,Adrien_Brody,Adrien_Brody,genuine,1,1,0.6506772041,,
pair_00000107,Adrien_Brody/Adrien_Brody_0001,Adrien_Brody/Adrien_Brody_0009,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5633315444,,
pair_00000108,Adrien_Brody/Adrien_Brody_0001,Adrien_Brody/Adrien_Brody_0010,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5952908993,,
pair_00000109,Adrien_Brody/Adrien_Brody_0001,Adrien_Brody/Adrien_Brody_0011,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5580345392,,
pair_00000110,Adrien_Brody/Adrien_Brody_0001,Adrien_Brody/Adrien_Brody_0012,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4842296839,,
pair_00000111,Adrien_Brody/Adrien_Brody_0002,Adrien_Brody/Adrien_Brody_0003,Adrien_Brody,Adrien_Brody,genuine,1,1,0.6153877974,,
pair_00000112,Adrien_Brody/Adrien_Brody_0002,Adrien_Brody/Adrien_Brody_0004,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4386247694,,
pair_00000113,Adrien_Brody/Adrien_Brody_0002,Adrien_Brody/Adrien_Brody_0005,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5123983622,,
pair_00000114,Adrien_Brody/Adrien_Brody_0002,Adrien_Brody/Adrien_Brody_0006,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5040206909,,
pair_00000115,Adrien_Brody/Adrien_Brody_0002,Adrien_Brody/Adrien_Brody_0007,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4064899087,,
pair_00000116,Adrien_Brody/Adrien_Brody_0002,Adrien_Brody/Adrien_Brody_0008,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5001892447,,
pair_00000117,Adrien_Brody/Adrien_Brody_0002,Adrien_Brody/Adrien_Brody_0009,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4623728395,,
pair_00000118,Adrien_Brody/Adrien_Brody_0002,Adrien_Brody/Adrien_Brody_0010,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5105318427,,
pair_00000119,Adrien_Brody/Adrien_Brody_0002,Adrien_Brody/Adrien_Brody_0011,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4876945019,,
pair_00000120,Adrien_Brody/Adrien_Brody_0002,Adrien_Brody/Adrien_Brody_0012,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4548937082,,
pair_00000121,Adrien_Brody/Adrien_Brody_0003,Adrien_Brody/Adrien_Brody_0004,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4440781176,,
pair_00000122,Adrien_Brody/Adrien_Brody_0003,Adrien_Brody/Adrien_Brody_0005,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4973587990,,
pair_00000123,Adrien_Brody/Adrien_Brody_0003,Adrien_Brody/Adrien_Brody_0006,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5589300990,,
pair_00000124,Adrien_Brody/Adrien_Brody_0003,Adrien_Brody/Adrien_Brody_0007,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4552589655,,
pair_00000125,Adrien_Brody/Adrien_Brody_0003,Adrien_Brody/Adrien_Brody_0008,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5309084654,,
pair_00000126,Adrien_Brody/Adrien_Brody_0003,Adrien_Brody/Adrien_Brody_0009,Adrien_Brody,Adrien_Brody,genuine,1,1,0.3584926724,,
pair_00000127,Adrien_Brody/Adrien_Brody_0003,Adrien_Brody/Adrien_Brody_0010,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4069439769,,
pair_00000128,Adrien_Brody/Adrien_Brody_0003,Adrien_Brody/Adrien_Brody_0011,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5427482128,,
pair_00000129,Adrien_Brody/Adrien_Brody_0003,Adrien_Brody/Adrien_Brody_0012,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4585849643,,
pair_00000130,Adrien_Brody/Adrien_Brody_0004,Adrien_Brody/Adrien_Brody_0005,Adrien_Brody,Adrien_Brody,genuine,1,1,0.6478946209,,
pair_00000131,Adrien_Brody/Adrien_Brody_0004,Adrien_Brody/Adrien_Brody_0006,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5128051043,,
pair_00000132,Adrien_Brody/Adrien_Brody_0004,Adrien_Brody/Adrien_Brody_0007,Adrien_Brody,Adrien_Brody,genuine,1,1,0.6228363514,,
pair_00000133,Adrien_Brody/Adrien_Brody_0004,Adrien_Brody/Adrien_Brody_0008,Adrien_Brody,Adrien_Brody,genuine,1,1,0.6345840693,,
pair_00000134,Adrien_Brody/Adrien_Brody_0004,Adrien_Brody/Adrien_Brody_0009,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5034370422,,
pair_00000135,Adrien_Brody/Adrien_Brody_0004,Adrien_Brody/Adrien_Brody_0010,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5093654990,,
pair_00000136,Adrien_Brody/Adrien_Brody_0004,Adrien_Brody/Adrien_Brody_0011,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5014080405,,
pair_00000137,Adrien_Brody/Adrien_Brody_0004,Adrien_Brody/Adrien_Brody_0012,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4740270376,,
pair_00000138,Adrien_Brody/Adrien_Brody_0005,Adrien_Brody/Adrien_Brody_0006,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4531513453,,
pair_00000139,Adrien_Brody/Adrien_Brody_0005,Adrien_Brody/Adrien_Brody_0007,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5003367066,,
pair_00000140,Adrien_Brody/Adrien_Brody_0005,Adrien_Brody/Adrien_Brody_0008,Adrien_Brody,Adrien_Brody,genuine,1,1,0.6505600214,,
pair_00000141,Adrien_Brody/Adrien_Brody_0005,Adrien_Brody/Adrien_Brody_0009,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5140770674,,
pair_00000142,Adrien_Brody/Adrien_Brody_0005,Adrien_Brody/Adrien_Brody_0010,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5076095462,,
pair_00000143,Adrien_Brody/Adrien_Brody_0005,Adrien_Brody/Adrien_Brody_0011,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4022102654,,
pair_00000144,Adrien_Brody/Adrien_Brody_0005,Adrien_Brody/Adrien_Brody_0012,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5008652806,,
pair_00000145,Adrien_Brody/Adrien_Brody_0006,Adrien_Brody/Adrien_Brody_0007,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5032175183,,
pair_00000146,Adrien_Brody/Adrien_Brody_0006,Adrien_Brody/Adrien_Brody_0008,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5274271369,,
pair_00000147,Adrien_Brody/Adrien_Brody_0006,Adrien_Brody/Adrien_Brody_0009,Adrien_Brody,Adrien_Brody,genuine,1,1,0.3883436620,,
pair_00000148,Adrien_Brody/Adrien_Brody_0006,Adrien_Brody/Adrien_Brody_0010,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4308388233,,
pair_00000149,Adrien_Brody/Adrien_Brody_0006,Adrien_Brody/Adrien_Brody_0011,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5082035065,,
pair_00000150,Adrien_Brody/Adrien_Brody_0006,Adrien_Brody/Adrien_Brody_0012,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4470294118,,
pair_00000151,Adrien_Brody/Adrien_Brody_0007,Adrien_Brody/Adrien_Brody_0008,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5484570861,,
pair_00000152,Adrien_Brody/Adrien_Brody_0007,Adrien_Brody/Adrien_Brody_0009,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4691935182,,
pair_00000153,Adrien_Brody/Adrien_Brody_0007,Adrien_Brody/Adrien_Brody_0010,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4489949346,,
pair_00000154,Adrien_Brody/Adrien_Brody_0007,Adrien_Brody/Adrien_Brody_0011,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4866761267,,
pair_00000155,Adrien_Brody/Adrien_Brody_0007,Adrien_Brody/Adrien_Brody_0012,Adrien_Brody,Adrien_Brody,genuine,1,1,0.4202715755,,
pair_00000156,Adrien_Brody/Adrien_Brody_0008,Adrien_Brody/Adrien_Brody_0009,Adrien_Brody,Adrien_Brody,genuine,1,1,0.5798856616,,
pair_00000157,Adrien_Brody/Adrien_Brody_0008,Adrien_Brody/Adrien_Brody_0010,Adrien_Brody,Adrien_Brody,genuine,1,1,0.6017845273,,
